id	audio	sample_rate	speaker	duration	tgt_text_without_diacritization	tgt_text
18955	wav/18955.wav	44100	SP1	14.1369614512472	مقياس مقياس مقياس الزلزال متع لبارح قوتو زوز درجات بمقياس رشتر الزلزال متع لبارح قوتو زوز درجات بمقياس رشتر	مِقْيَاسْ مِقْيَاسْ مِقْيَاسْ الزِّلْزَالْ مْتَعْ لْبَارَحْ قُوّْتُو زُوزْ دَرْجَاتْ بِمِقْيَاسْ رِشْتِرْ الزِّلْزَالْ مْتَعْ لْبَارَحْ قُوّْتُو زُوزْ دَرْجَاتْ بِمِقْيَاسْ رِشْتِرْ
20914	wav/20914.wav	44100	SP1	15.2190702947846	مقياس رشتر مقياس رشتر مقياس رشتر ضرب زلزال قوي في اليابان 7 على مقياس رشتر ضرب زلزال قوي في اليابان 7 على مقياس رشتر	مِقْيَاسْ رِشْتِرْ مِقْيَاسْ رِشْتِرْ مِقْيَاسْ رِشْتِرْ ضْرَبْ زِلِزَالْ قْوِيْ فِي الْيَابَانْ سَبْعَة عْلَى مِقْيَاسْ رِشْتِرْ ضْرَبْ زِلِزَالْ قْوِيْ فِي الْيَابَانْ سَبْعَة عْلَى مِقْيَاسْ رِشْتِرْ
261	wav/0261.wav	44100	SP1	10.7948299319728	تفرقع تفرقع تفرقع سايس على دبوزة القاز لا تتفرقع علينا سايس على دبوزة القاز لا تتفرقع علينا	تْفَرْقَعْ تْفَرْقَعْ تْفَرْقَعْ سَايِسْ عْلَى دَبُّوزِةْ الْقَازْ لَا تِتْفَرْقَعْ عْلِينَا سَايِسْ عْلَى دَبُّوزِةْ الْقَازْ لَا تِتْفَرْقَعْ عْلِينَا
21113	wav/21113.wav	44100	SP1	9.08380952380952	نهج نهج نهج في اخر النهج فما بوبلينات في اخر النهج فما بوبلينات	نَهْجْ نَهْجْ نَهْجْ فِي آخِرْ النَّهِجْ فَمَّا بُوبْلِينَاتْ فِي آخِرْ النَّهِجْ فَمَّا بُوبْلِينَاتْ
18796	wav/18796.wav	44100	SP1	8.41380952380952	نظف خشمو نظف خشمو نظف خشمو ينظف خشمو بالماء ينظف خشمو بالماء	نَظِّفْ خَشْمُو نَظِّفْ خَشْمُو نَظِّفْ خَشْمُو يْنَظِّفْ خَشْمُو بِالْمَاءْ يْنَظِّفْ خَشْمُو بِالْمَاءْ
20635	wav/20635.wav	44100	SP1	8.89292517006803	نعناع نعناع نعناع اعطينا كاس تاي بالنعناع اعطينا كاس تاي بالنعناع	نَعْنَاعْ نَعْنَاعْ نَعْنَاعْ أَعْطِينَا كَاسْ تَايْ بِالنَّعْنَاعْ أَعْطِينَا كَاسْ تَايْ بِالنَّعْنَاعْ
19451	wav/19451.wav	44100	SP1	9.02428571428571	هات هات هات هات عشرة الاف سلف لراس الشهر هات عشرة الاف سلف لراس الشهر	هَاتْ هَاتْ هَاتْ هَاتْ عَشْرَة لَافْ سْلَفْ لْرَاسْ الشّْهَرْ هَاتْ عَشْرَة لَافْ سْلَفْ لْرَاسْ الشّْهَرْ
16124	wav/16124.wav	44100	SP1	9.77108843537415	انولاسيون انولاسيون انولاسيون كلمت لوتيل باش نعمل انولاسيون  كلمت لوتيل باش نعمل انولاسيون	أَنُولَاسْيُونْ أَنُولَاسْيُونْ أَنُولَاسْيُونْ كَلَّمِتْ لُوتِيلْ بَاشْ نَعْمِلْ أَنُولَاسْيُونْ كَلَّمِتْ لُوتِيلْ بَاشْ نَعْمِلْ أَنُولَاسْيُونْ
21028	wav/21028.wav	44100	SP1	9.48913832199546	نوم نوم نوم النوم في الليل ما يعوضو شي النوم في الليل ما يعوضو شي	نُومْ نُومْ نُومْ النُّومْ فِي الْلِيلْ مَا يْعَوّْضُو شَيْ النُّومْ فِي الْلِيلْ مَا يْعَوّْضُو شَيْ
20524	wav/20524.wav	44100	SP1	8.41414965986395	وسواس وسواس وسواس الوسواس طير عليه النوم الوسواس طير عليه النوم	وَسْوَاسْ وَسْوَاسْ وَسْوَاسْ الْوَسْوَاسْ طَيِّرْ عْلِيهْ النُّومْ الْوِسْوَاسْ طَيِّرْ عْلِيهْ النُّومْ
562	wav/0562.wav	44100	SP1	10.3245578231293	تنبك الليل تنبك الليل تنبك الليل في تنبك الليل طار عليا النوم في تنبك الليل طار عليا النوم	تُنْبُكْ الْلِيلْ تُنْبُكْ الْلِيلْ تُنْبُكْ الْلِيلْ فِي تُنْبُكْ الْلِيلْ طَارْ عْلَيَّا النُّومْ فِي تُنْبُكْ الْلِيلْ طَارْ عْلَيَّا النُّومْ
20435	wav/20435.wav	44100	SP1	10.2218820861678	مستلزمات مستلزمات مستلزمات قاعد نحضر في مستلزمات العرس قاعد نحضر في مستلزمات العرس	مُسْتَلْزَمَاتْ مُسْتَلْزَمَاتْ مُسْتَلْزَمَاتْ قَاعِدْ نْحَضِّرْ فِي مُسْتَلْزَمَاتْ الْعِرْسْ قَاعِدْ نْحَضِّرْ فِي مُسْتَلْزَمَاتْ الْعِرْسْ
18553	wav/18553.wav	44100	SP1	9.94240362811791	نبيح نبيح نبيح نبيح الكلاب ما خلانيش نرقد نبيح الكلاب ما خلانيش نرقد	نْبِيحْ نْبِيحْ نْبِيحْ نْبِيحْ لِكْلَابْ مَا خَلَّانِيشْ نُرْقِدْ نْبِيحْ لِكْلَابْ مَا خَلَّانِيشْ نُرْقِدْ
799	wav/0799.wav	44100	SP1	9.04417233560091	توجه توجه توجه توجه الدولة نحو الانفتاح توجه الدولة نحو الانفتاح	تَوَجُّهْ تَوَجُّهْ تَوَجُّهْ تَوَجُّهْ الدَّوْلَة نَحْوْ الْإِنْفِتَاحْ تَوَجُّهْ الدَّوْلَة نَحْوْ الْإِنْفِتَاحْ
21366	wav/21366.wav	44100	SP1	11.2501133786848	معاهدة معاهدة معاهدة الطرفين صححوا معاهدة سلام الطرفين صححوا معاهدة سلام	مُعَاهْدَة مُعَاهْدَة مُعَاهْدَة الطَّرَفَيْنْ صَحْحُوا مُعَاهَدَةْ سَلَامْ الطَّرَفَيْنْ صَحْحُوا مُعَاهَدَةْ سَلَامْ
14902	wav/14902.wav	44100	SP1	14.2305442176871	ار اس حالة عادية ار اس حالة عادية ار اس حالة عادية طلع ار اس بعد ما عداوه عل الكمبيوتر طلع ار اس بعد ما عداوه عل الكمبيوتر	آرْ آسْ حَالَة عَادِيَّة آرْ آسْ حَالَة عَادِيَّة آرْ آسْ حَالَة عَادِيَّة طْلَعْ آرْ آسْ بَعْدْ مَا عَدَّاوَهْ عْلَى الْكُمْبْيُوتِرْ طْلَعْ آرْ آسْ بَعْدْ مَا عَدَّاوَهْ عْلَى الْكُمْبْيُوتِرْ
21401	wav/21401.wav	44100	SP1	12.388820861678	يونسكو يونسكو يونسكو اليونسكو عمل الموتمر العالمي متاعو في سويسرا اليونسكو عمل الموتمر العالمي متاعو في سويسرا	يُونِسْكُو يُونِسْكُو يُونِسْكُو الْيُونِسْكُو عْمَلْ الْمُؤْتَمَرْ الْعَالَمِي مْتَاعُو فِي سْوِيسْرَا الْيُونِسْكُو عْمَلْ الْمُؤْتَمَرْ الْعَالَمِي مْتَاعُو فِي سْوِيسْرَا
18375	wav/18375.wav	44100	SP1	7.44219954648526	وكيل وكيل وكيل حط وكيل على اعمالو حط وكيل على اعمالو	وَكِيلْ وَكِيلْ وَكِيلْ حَطْ وَكِيلْ عْلَى أَعْمَالُو حَطْ وَكِيلْ عْلَى أَعْمَالُو
19076	wav/19076.wav	44100	SP1	11.2073922902494	موزعين موزعين موزعين الاعوان موزعين على كافة تراب الجمهورية الاعوان موزعين على كافة تراب الجمهورية	مُوَزّْعِينْ مُوَزّْعِينْ مُوَزّْعِينْ الْأَعْوَانْ مُوَزّْعِينْ عْلَى كَافَّة تُرَابْ الْجُمْهُورِيَّة الْأَعْوَانْ مُوَزّْعِينْ عْلَى كَافَّة تُرَابْ الْجُمْهُورِيَّة
50	wav/0050.wav	44100	SP1	6.16222222222222	بياسة نعطيك خمسة الاف بياسة  نعطيك خمسة الاف بياسة	بْيَاسَة نَعْطِيكْ خَمْسَة لَافْ بْيَاسَة نَعْطِيكْ خَمْسَة لَافْ بْيَاسَة
18387	wav/18387.wav	44100	SP1	8.77757369614512	مكيف مكيف مكيف البيرو بلا مكيف سخون ياسر البيرو بلا مكيف سخون ياسر	مُكَيِّفْ مُكَيِّفْ مُكَيِّفْ الْبِيرُو بْلَا مُكَيِّفْ سْخُونْ بَرْشَا الْبِيرُو بْلَا مُكَيِّفْ سْخُونْ بَرْشَا
18156	wav/18156.wav	44100	SP1	10.8960090702948	تصوير تصوير تصوير صاحبي شرا كاميرا خانرو مغروم بالتصوير  صاحبي شرا كاميرا خانرو مغروم بالتصوير	تَصْوِيرْ تَصْوِيرْ تَصْوِيرْ صَاحْبِي شْرَا كَامِيرَا خَاتْرُو مَغْرُومْ بِالتَّصْوِيرْ صَاحْبِي شْرَا كَامِيرَا خَاتْرُو مَغْرُومْ بِالتَّصْوِيرْ
14856	wav/14856.wav	44100	SP1	14.6919501133787	ادلة ادلة ادلة الشرطة لقات ادلة الي الموت متاع الضحية كان بفعل فاعل  الشرطة لقات ادلة الي الموت متاع الضحية كان بفعل فاعل	أَدِلَّة أَدِلَّة أَدِلَّة الشُّرْطَة لْقَاتْ أَدِلَّة إِلِّي الْمُوتْ مْتَاعْ الضَّحِيَّة كَانْ بْفِعْلْ فَاعِلْ الشُّرْطَة لْقَاتْ أَدِلَّة إِلِّي الْمُوتْ مْتَاعْ الضَّحِيَّة كَانْ بْفِعْلْ فَاعِلْ
14919	wav/14919.wav	44100	SP1	10.0251927437642	اربعة اربعة اربعة مي لقات اربعة قطاطس في الجردة مي لقات اربعة قطاطس في الجردة	أَرْبْعَة أَرْبْعَة أَرْبْعَة مَيْ لْقَاتْ أَرْبْعَة قْطَاطِسْ فِي الجَّرْدَة مَيْ لْقَاتْ أَرْبْعَة قْطَاطِسْ فِي الجَّرْدَة
289	wav/0289.wav	44100	SP1	10.9396825396825	تفصل الموضوع تفصل الموضوع تفصل في الموضوع و حكى عليه باكثر دقة تفصل في الموضوع و حكى عليه باكثر دقة	تْفَصِّلْ الْمَوْضُوعْ تْفَصِّلْ الْمَوْضُوعْ تْفَصِّلْ فِي الْمَوْضُوعْ وْ حْكَى عْلِيهْ بْأَكْثِرْ دِقَّة تْفَصِّلْ فِي الْمَوْضُوعْ وْ حْكَى عْلِيهْ بْأَكْثِرْ دِقَّة
629	wav/0629.wav	44100	SP1	14.1577324263039	تمييز بين الجنسين تمييز بين الجنسين تمييز بين الجنسين فما دول مازالت تعاني م التمييز بين الجنسين فما دول مازالت تعاني م التمييز بين الجنسين	تَمْيِيزْ بَينْ الْجِنْسَينْ تَمْيِيزْ بَينْ الْجِنْسَينْ تَمْيِيزْ بَينْ الْجِنْسَينْ فَمَّا دُوَلْ مَازَالِتْ تْعَانِي مْ التَّمْيِيزْ بَينْ الْجِنْسَينْ فَمَّا دُوَلْ مَازَالِتْ تْعَانِي مْ التَّمْيِيزْ بَينْ الْجِنْسَينْ
19181	wav/19181.wav	44100	SP1	13.0400453514739	مساواة بين الجنسين مساواة بين الجنسين مساواة بين الجنسين الدستور ينص على المساواة بين الجنسين الدستور ينص على المساواة بين الجنسين	مُسَاوَاةْ بَينْ الْجِنْسَينْ مُسَاوَاةْ بَينْ الْجِنْسَينْ مُسَاوَاةْ بَينْ الْجِنْسَينْ الدُّسْتُورْ يْنُصّْ عْلَى الْمُسَاوَاةْ بَينْ الْجِنْسَينْ الدُّسْتُورْ يْنُصّْ عْلَى الْمُسَاوَاةْ بَينْ الْجِنْسَينْ
271	wav/0271.wav	44100	SP1	11.0274603174603	تفريق تفريق تفريق التفريق بين المراة و الراجل مخالف للقانون التفريق بين المراة و الراجل مخالف للقانون	تَفْرِيقْ تَفْرِيقْ تَفْرِيقْ التَّفْرِيقْ بِينْ لِمْرَا وِ الرَّاجِلْ مُخَالِفْ لِلْقَانُونْ التَّفْرِيقْ بِينْ لِمْرَا وِ الرَّاجِلْ مُخَالِفْ لِلْقَانُونْ
21005	wav/21005.wav	44100	SP1	14.6150113378685	وقعو اتفاقية سلام وقعو اتفاقية سلام وقعو اتفاقية سلام وقعو اتفاقية سلام بين اسراييل و فلسطين وقعو اتفاقية سلام بين اسراييل و فلسطين	وَقّْعُو إِتِّفَاقِيِّةْ سَلَامْ وَقّْعُو إِتِّفَاقِيِّةْ سَلَامْ وَقّْعُو إِتِّفَاقِيِّةْ سَلَامْ وَقّْعُو إِتِّفَاقِيِّةْ سَلَامْ بِينْ إِسْرَائِيلْ وْ فِلَسْطِينْ وَقّْعُو إِتِّفَاقِيِّةْ سَلَامْ بِينْ إِسْرَائِيلْ وْ فِلَسْطِينْ
726	wav/0726.wav	44100	SP1	10.5039455782313	طنين طنين طنين الكوميك اذيا يحكي ع الطنين في النهر الكوميك اذيا يحكي ع الطنين في النهر	تِنِّينْ تِنِّينْ تِنِّينْ الْكُومِيكْ أَذَيَا يَحْكِي عَلَى تِنِّينْ فِي النَّهْرْ الْكُومِيكْ أَذَيَا يَحْكِي عَلَى تِنِّينْ فِي النَّهْرْ
19778	wav/19778.wav	44100	SP1	7.47637188208617	هبهب هبهب هبهب الكلاب تهبهب الكلاب تهبهب	هَبْهِبْ هَبْهِبْ هَبْهِبْ الْكْلَابْ تْهَبْهِبْ الْكْلَابْ تْهَبْهِبْ
15638	wav/15638.wav	44100	SP1	10.2756462585034	اكسبراس بيان سارا اكسبراس بيان سارا الصباح ما نشرب كان اكسبراس بيان سارا الصباح ما نشرب كان اكسبراس بيان سارا	إِكْسْبْرَاسْ بْيَانْ سَارِ إِكْسْبْرَاسْ بْيَانْ سَارِ الصّْبَاحْ مَا نُشْرِبْ كَانْ إِكْسْبْرَاسْ بْيَانْ سَارِ الصّْبَاحْ مَا نُشْرِبْ كَانْ إِكْسْبْرَاسْ بْيَانْ سَارِ
21604	wav/21604.wav	44100	SP1	10.2439909297052	ياغرت ياغرت ياغرت فطرت كعبتين ياغرت الصباح فطرت كعبتين ياغرت الصباح	يَاغُرْتْ يَاغُرْتْ يَاغُرْتْ فْطَرْتْ كَعْبْتِينْ يَاغُرْتْ الصّْبَاحْ فْطَرْتْ كَعْبْتِينْ يَاغُرْتْ الصّْبَاحْ
18194	wav/18194.wav	44100	SP1	12.1557596371882	تواليت انتيم تواليت انتيم تواليت انتيم دوب ما يقوم الصباح عمل التواليت انتيم  دوب ما يقوم الصباح عمل التواليت انتيم	تْوَالِيتْ أَنْتِيمْ تْوَالِيتْ أَنْتِيمْ تْوَالِيتْ أَنْتِيمْ دُوبْ مَا يْقُومْ الصّْبَاحْ يَعْمِلْ التّْوَالِيتْ أَنْتِيمْ دُوبْ مَا يْقُومْ الصّْبَاحْ يَعْمِلْ التّْوَالِيتْ أَنْتِيمْ
557	wav/0557.wav	44100	SP1	13.0068707482993	تمارين رياضية تمارين رياضية تمارين رياضية عمل تمارين رياضية الصباح عمل تمارين رياضية الصباح	تَمَارِينْ رِيَاضِيَّة تَمَارِينْ رِيَاضِيَّة تَمَارِينْ رِيَاضِيَّة عْمَلْ تَمَارِينْ رِيَاضِيَّة الصّْبَاحْ عْمَلْ تَمَارِينْ رِيَاضِيَّة الصّْبَاحْ
20055	wav/20055.wav	44100	SP1	9.55893424036281	مستوى مستوى مستوى مستوى المعيشة في تونس ماشي و يطلع مستوى المعيشة في تونس ماشي و يطلع	مُسْتَوَى مُسْتَوَى مُسْتَوَى مُسْتَوَى الْمَعِيشَة فِي تُونِسْ مَاشِي وْ يَطْلَعْ مُسْتَوَى الْمَعِيشَة فِي تُونِسْ مَاشِي وْ يَطْلَعْ
756	wav/0756.wav	44100	SP1	8.02015873015873	تهنى تهنى تهنى تهنى مانيش ماشي تهنى مانيش ماشي	تْهَنَّى تْهَنَّى تْهَنَّى تْهَنَّى مَانِيشْ مَاشِي تْهَنَّى مَانِيشْ مَاشِي
14761	wav/14761.wav	44100	SP1	7.84356009070295	اخت اخت اخت صا برين تجي اخت شوقي  صا برين تجي اخت شوقي	أُخْتْ أُخْتْ أُخْتْ صَا بْرِينْ تْجِي أُخْتْ شَوْقِي صَا بْرِينْ تْجِي أُخْتْ شَوْقِي
18497	wav/18497.wav	44100	SP1	8.70843537414966	نشد نشد نشد نشد على البلاصة وين تجي نشد على البلاصة وين تجي	نْشِدْ نْشِدْ نْشِدْ نْشِدْ عْلَى الْبْلَاصَة وِينْ تْجِي نْشِدْ عْلَى الْبْلَاصَة وِينْ تْجِي
21139	wav/21139.wav	44100	SP1	11.9869841269841	معاناة معاناة معاناة يعيش في معاناة كبيرة كي مرض بالمرض الخايب يعيش في معاناة كبيرة كي مرض بالمرض الخايب	مُعَانَاةْ مُعَانَاةْ مُعَانَاةْ يْعِيشْ فِي مُعَانَاةْ كْبِيرَة كِي مْرُضْ بِالْمْرَضْ الْخَايِبْ يْعِيشْ فِي مُعَانَاةْ كْبِيرَة كِي مْرُضْ بِالْمْرَضْ الْخَايِبْ
21269	wav/21269.wav	44100	SP1	10.5222675736961	علم اللاهوت علم اللاهوت علم اللاهوت قرى علم اللاهوت في الجامعة قرى علم اللاهوت في الجامعة	عِلْمْ الْلاَّهُوتْ عِلْمْ الْلاَّهُوتْ عِلْمْ الْلاَّهُوتْ قْرَى عِلَمْ الْلَّاَهُوَتْ فِي الْجَامْعَة قْرَى عِلَمْ الْلَّاَهُوَتْ فِي الْجَامْعَة
20062	wav/20062.wav	44100	SP1	9.11154195011338	ملازم ملازم ملازم كمل التدريب و تخرج ملازم كمل التدريب و تخرج ملازم	مُلاَزِمْ مُلاَزِمْ مُلاَزِمْ كَمِّلْ التَّدْرِيبْ وْ تْخَرِّجْ مُلاَزِمْ كَمِّلْ التَّدْرِيبْ وْ تْخَرِّجْ مُلاَزِمْ
378	wav/0378.wav	44100	SP1	10.2319274376417	تقليد تقليد تقليد تقليد المنتجات الاصلية مخالف للقانون تقليد المنتجات الاصلية مخالف للقانون	تَقْلِيدْ تَقْلِيدْ تَقْلِيدْ تَقْلِيدْ الْمُنْتَجَاتْ الْأَصْلِيَّة مُخَالِفْ لِلْقَانُونْ تَقْلِيدْ الْمُنْتَجَاتْ الْأَصْلِيَّة مُخَالِفْ لِلْقَانُونْ
21017	wav/21017.wav	44100	SP1	11.0181632653061	يا معلم نقص يا معلم نقص يا معلم نقص يا معلم نقص من الكلام الزايد يا معلم نقص من الكلام الزايد	يَا مْعَلِّمْ نَقِّصْ يَا مْعَلِّمْ نَقِّصْ يَا مْعَلِّمْ نَقِّصْ يَا مْعَلِّمْ نَقِّصْ مِنْ لِكْلَامْ الزَّايِدْ يَا مْعَلِّمْ نَقِّصْ يَا مْعَلِّمْ نَقِّصْ مِنْ لِكْلَامْ الزَّايِدْ
227	wav/0227.wav	44100	SP1	7.81328798185941	تفاهة تفاهة تفاهة بالله نقص م التفاهة بالله نقص م التفاهة	تَفَاهَة تَفَاهَة تَفَاهَة بِالْلَّهِ نَقِّصْ مِ التَّفَاهَة بِالْلَّهِ نَقِّصْ مِ التَّفَاهَة
19542	wav/19542.wav	44100	SP1	11.1484353741497	مقرصنة مقرصنة مقرصنة كثرت المواقع المقرصنة في الانترنات كثرت المواقع المقرصنة في الانترنات	مْقَرْصْنَة مْقَرْصْنَة مْقَرْصْنَة كُثْرِتْ الْمَوَاقِعْ الْمْقَرْصْنَة فِي الْأَنْتِرْنَاتْ كُثْرِتْ الْمَوَاقِعْ الْمْقَرْصْنَة فِي الْأَنْتِرْنَاتْ
18230	wav/18230.wav	44100	SP1	12.1533106575964	عالم افتراضي عالم افتراضي عالم افتراضي عالم الانترنات هو عالم افتراضي عالم الانترنات هو عالم افتراضي	عَالِمْ إِفْتِرَاضِي عَالِمْ إِفْتِرَاضِي عَالِمْ إِفْتِرَاضِي عَالِمْ الْأَنْتِرْنَاتْ هُوَّ عَالِمْ إِفْتِرَاضِي عَالِمْ الْأَنْتِرْنَاتْ هُوَّ عَالِمْ إِفْتِرَاضِي
19310	wav/19310.wav	44100	SP1	8.51374149659864	وفات طاولة وفات طاولة وفات طاولة اللعبة وفات طاولة اللعبة وفات طاولة	وْفَاتْ طَاوْلَة وْفَاتْ طَاوْلَة وْفَاتْ طَاوْلَة الْلِّعْبَة وْفَاتْ طَاوْلَة الْلِّعْبَة وْفَاتْ طَاوْلَة
20208	wav/20208.wav	44100	SP1	11.8272562358277	مقبرة جماعية مقبرة جماعية مقبرة جماعية لقاو مقبرة جماعية بعد ما وفات الحرب لقاو مقبرة جماعية بعد ما وفات الحرب	مَقْبْرَة جَمَاعِيَّة مَقْبْرَة جَمَاعِيَّة مَقْبْرَة جَمَاعِيَّة لْقَاوْ مَقْبْرَة جَمَاعِيَّة بَعْدْ مَا وْفَاتْ الْحَرْبْ لْقَاوْ مَقْبْرَة جَمَاعِيَّة بَعْدْ مَا وْفَاتْ الْحَرْبْ
18904	wav/18904.wav	44100	SP1	10.732925170068	وقف عل الخدمة وقف عل الخدمة وقف عل الخدمة المعلم بيدو وقف على الخدمة المعلم بيدو وقف على الخدمة	وْقِفْ عَلْ خِدْمَة وْقِفْ عَلْ خِدْمَة وْقِفْ عَلْ خِدْمَة لِمْعَلِّمْ بِيدُو وْقِفْ عَلْ خِدْمَة لِمْعَلِّمْ بِيدُو وْقِفْ عَلْ خِدْمَة
21100	wav/21100.wav	44100	SP1	11.6139909297052	وقف العدوان وقف العدوان وقف العدوان مجلس الامن وقف العدوان على الكويت مجلس الامن وقف العدوان على الكويت	وَقِّفْ الْعُدْوَانْ وَقِّفْ الْعُدْوَانْ وَقِّفْ الْعُدْوَانْ مَجْلِسْ الْأَمْنْ وَقِّفْ الْعُدْوَانْ عْلَى الْكُوَيْتْ مَجْلِسْ الْأَمْنْ وَقِّفْ الْعُدْوَانْ عْلَى الْكُوَيْتْ
19695	wav/19695.wav	44100	SP1	8.89725623582766	وقف ضد وقف ضد وقف ضد وقف ضد الطغيان وقف ضد الطغيان	وْقِفْ ضِدْ وْقِفْ ضِدْ وْقِفْ ضِدْ وْقِفْ ضِدْ الطُّغْيَانْ وْقِفْ ضِدْ الطُّغْيَانْ
21085	wav/21085.wav	44100	SP1	9.86748299319728	وقف معاه وقف معاه وقف معاه وقف معاه في المحنة متاعو وقف معاه في المحنة متاعو	وْقِفْ مْعَاهْ وْقِفْ مْعَاهْ وْقِفْ مْعَاهْ وْقِفْ مْعَاهْ فِي الْمِحْنَة مْتَاعُو وْقِفْ مْعَاهْ فِي الْمِحْنَة مْتَاعُو
293	wav/0293.wav	44100	SP1	8.35585034013605	تفطق تفطق الروبة تفطق ياسر هبال الروبة تفطق ياسر هبال	تْفَطَّقْ تْفَطَّقْ الرُّوبَة تْفَطَّقْ يَاسِرْ هْبَالْ الرُّوبَة تْفَطَّقْ يَاسِرْ هْبَالْ
14731	wav/14731.wav	44100	SP1	13.5826530612245	احليلي احليلي احليلي احليلي  السارق هبط علينا في اليل هزلنا الدبش الكل  احليلي  السارق هبط علينا في اليل هزلنا الدبش الكل	احْلِيلِي احْلِيلِي احْلِيلِي احْلِيلِي السَّارِقْ هْبَطْ عْلِينَا فِي الْلِيلْ هَزِّلْنَا الدّْبَشْ الْكُلْ احْلِيلِي السَّارِقْ هْبَطْ عْلِينَا فِي الْلِيلْ هَزِّلْنَا الدّْبَشْ الْكُلْ
